#-----------------------------------------------------------------------------
# Date d'extraction : 23/06/2026 - 11h30 loc.
#-----------------------------------------------------------------------------
# Producteur : MF
# Experience : Explore2-HydroEau-Adamont-2024_distribution
# Modele     : Q50_SIM2
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORSWIAV : Indicateur moyen d'humidité des sols
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORSWIAV;
#-----------------------------------------------------------------------------
8775;45.9339;0.7376;RCP4.5;H3;0.54;
8776;45.9353;0.8407;RCP4.5;H3;0.57;
8777;45.9366;0.9438;RCP4.5;H3;0.57;
8778;45.9379;1.047;RCP4.5;H3;0.57;
8779;45.939;1.1501;RCP4.5;H3;0.6;
8780;45.94;1.2533;RCP4.5;H3;0.65;
8781;45.941;1.3564;RCP4.5;H3;0.66;
8782;45.9418;1.4596;RCP4.5;H3;0.64;
8783;45.9426;1.5628;RCP4.5;H3;0.68;
8784;45.9432;1.6659;RCP4.5;H3;0.67;
8785;45.9438;1.7691;RCP4.5;H3;0.69;
8786;45.9443;1.8723;RCP4.5;H3;0.73;
8787;45.9447;1.9754;RCP4.5;H3;0.68;
8788;45.9449;2.0786;RCP4.5;H3;0.68;
8789;45.9451;2.1818;RCP4.5;H3;0.62;
8790;45.9452;2.285;RCP4.5;H3;0.6;
8791;45.9452;2.3881;RCP4.5;H3;0.57;
8792;45.9451;2.4913;RCP4.5;H3;0.56;
8793;45.945;2.5945;RCP4.5;H3;0.58;
8794;45.9447;2.6976;RCP4.5;H3;0.58;
8795;45.9443;2.8008;RCP4.5;H3;0.66;
8796;45.9438;2.904;RCP4.5;H3;0.73;
8797;45.9433;3.0072;RCP4.5;H3;0.73;
8798;45.9426;3.1103;RCP4.5;H3;0.58;
8799;45.9418;3.2135;RCP4.5;H3;0.57;
8800;45.941;3.3166;RCP4.5;H3;0.56;
8801;45.94;3.4198;RCP4.5;H3;0.59;
8802;45.939;3.523;RCP4.5;H3;0.62;
8803;45.9379;3.6261;RCP4.5;H3;0.82;
8804;45.9366;3.7292;RCP4.5;H3;0.78;
8805;45.9353;3.8324;RCP4.5;H3;0.72;
8806;45.9339;3.9355;RCP4.5;H3;0.68;
8807;45.9324;4.0386;RCP4.5;H3;0.62;
8808;45.9308;4.1418;RCP4.5;H3;0.63;
8809;45.9291;4.2449;RCP4.5;H3;0.62;
8810;45.9273;4.348;RCP4.5;H3;0.7;
8811;45.9254;4.4511;RCP4.5;H3;0.68;
8812;45.9234;4.5542;RCP4.5;H3;0.65;
8813;45.9214;4.6573;RCP4.5;H3;0.63;
8814;45.9192;4.7604;RCP4.5;H3;0.62;
8815;45.9169;4.8634;RCP4.5;H3;0.69;
8816;45.9146;4.9665;RCP4.5;H3;0.72;
8817;45.9121;5.0695;RCP4.5;H3;0.69;
8818;45.9096;5.1726;RCP4.5;H3;0.7;
8819;45.9069;5.2756;RCP4.5;H3;0.67;
8820;45.9042;5.3786;RCP4.5;H3;0.75;
8821;45.9013;5.4817;RCP4.5;H3;0.81;
8822;45.8984;5.5847;RCP4.5;H3;0.82;
8823;45.8954;5.6877;RCP4.5;H3;0.78;
8824;45.8923;5.7906;RCP4.5;H3;0.78;
8825;45.8891;5.8936;RCP4.5;H3;0.74;
8826;45.8858;5.9966;RCP4.5;H3;0.72;
8827;45.8824;6.0995;RCP4.5;H3;0.7;
8828;45.8789;6.2024;RCP4.5;H3;0.76;
8829;45.8753;6.3054;RCP4.5;H3;0.81;
8830;45.8716;6.4083;RCP4.5;H3;0.87;
8831;45.8678;6.5111;RCP4.5;H3;0.82;
8832;45.864;6.614;RCP4.5;H3;0.81;
8833;45.86;6.7169;RCP4.5;H3;0.84;
8834;45.856;6.8197;RCP4.5;H3;1.15;
8835;45.8518;6.9226;RCP4.5;H3;1.06;
8836;45.8476;7.0254;RCP4.5;H3;0.89;
8898;45.9576;-1.3283;RCP4.5;H3;0.58;
8899;45.9609;-1.2252;RCP4.5;H3;0.59;
8900;45.9641;-1.1221;RCP4.5;H3;0.6;
8901;45.9673;-1.019;RCP4.5;H3;0.54;
8902;45.9703;-0.9158;RCP4.5;H3;0.53;
8903;45.9732;-0.8127;RCP4.5;H3;0.55;
8904;45.9761;-0.7095;RCP4.5;H3;0.56;
8905;45.9788;-0.6064;RCP4.5;H3;0.56;
8906;45.9814;-0.5032;RCP4.5;H3;0.56;
8907;45.984;-0.4;RCP4.5;H3;0.56;
8908;45.9865;-0.2969;RCP4.5;H3;0.59;
8909;45.9888;-0.1937;RCP4.5;H3;0.6;
8910;45.9911;-0.0904;RCP4.5;H3;0.6;
8911;45.9933;0.0128;RCP4.5;H3;0.6;
8912;45.9953;0.116;RCP4.5;H3;0.61;
8913;45.9973;0.2192;RCP4.5;H3;0.57;
8914;45.9992;0.3225;RCP4.5;H3;0.55;
8915;46.001;0.4257;RCP4.5;H3;0.51;
8916;46.0027;0.529;RCP4.5;H3;0.53;
8917;46.0043;0.6322;RCP4.5;H3;0.53;
8918;46.0058;0.7355;RCP4.5;H3;0.54;
8919;46.0073;0.8387;RCP4.5;H3;0.56;
8920;46.0086;0.942;RCP4.5;H3;0.61;
8921;46.0098;1.0453;RCP4.5;H3;0.64;
8922;46.011;1.1486;RCP4.5;H3;0.65;
8923;46.012;1.2519;RCP4.5;H3;0.67;
8924;46.0129;1.3552;RCP4.5;H3;0.69;
8925;46.0138;1.4585;RCP4.5;H3;0.7;
8926;46.0146;1.5617;RCP4.5;H3;0.71;
8927;46.0152;1.6651;RCP4.5;H3;0.67;
8928;46.0158;1.7684;RCP4.5;H3;0.67;
8929;46.0163;1.8717;RCP4.5;H3;0.64;
8930;46.0166;1.975;RCP4.5;H3;0.67;
8931;46.0169;2.0783;RCP4.5;H3;0.65;
8932;46.0171;2.1816;RCP4.5;H3;0.63;
8933;46.0172;2.2849;RCP4.5;H3;0.59;
8934;46.0172;2.3882;RCP4.5;H3;0.58;
8935;46.0171;2.4915;RCP4.5;H3;0.54;
8936;46.0169;2.5948;RCP4.5;H3;0.56;
8937;46.0166;2.6981;RCP4.5;H3;0.57;
8938;46.0163;2.8014;RCP4.5;H3;0.6;
8939;46.0158;2.9047;RCP4.5;H3;0.63;
8940;46.0152;3.008;RCP4.5;H3;0.64;
8941;46.0146;3.1113;RCP4.5;H3;0.59;
8942;46.0138;3.2146;RCP4.5;H3;0.59;
8943;46.013;3.3179;RCP4.5;H3;0.54;
8944;46.012;3.4212;RCP4.5;H3;0.5;
8945;46.011;3.5245;RCP4.5;H3;0.6;
8946;46.0098;3.6278;RCP4.5;H3;0.82;
8947;46.0086;3.7311;RCP4.5;H3;0.83;
8948;46.0073;3.8343;RCP4.5;H3;0.81;
8949;46.0059;3.9376;RCP4.5;H3;0.68;
8950;46.0044;4.0409;RCP4.5;H3;0.58;
8951;46.0027;4.1441;RCP4.5;H3;0.54;
8952;46.001;4.2474;RCP4.5;H3;0.61;
8953;45.9993;4.3506;RCP4.5;H3;0.7;
8954;45.9974;4.4539;RCP4.5;H3;0.67;
8955;45.9954;4.5571;RCP4.5;H3;0.67;
8956;45.9933;4.6603;RCP4.5;H3;0.65;
8957;45.9911;4.7635;RCP4.5;H3;0.68;
8958;45.9889;4.8667;RCP4.5;H3;0.71;
8959;45.9865;4.9699;RCP4.5;H3;0.72;
8960;45.984;5.0731;RCP4.5;H3;0.71;
8961;45.9815;5.1763;RCP4.5;H3;0.7;
8962;45.9788;5.2795;RCP4.5;H3;0.68;
8963;45.9761;5.3826;RCP4.5;H3;0.77;
8964;45.9733;5.4858;RCP4.5;H3;0.81;
8965;45.9703;5.5889;RCP4.5;H3;0.82;
8966;45.9673;5.6921;RCP4.5;H3;0.8;
8967;45.9642;5.7952;RCP4.5;H3;0.75;
8968;45.961;5.8983;RCP4.5;H3;0.73;
8969;45.9577;6.0014;RCP4.5;H3;0.73;
8970;45.9543;6.1044;RCP4.5;H3;0.72;
8971;45.9508;6.2075;RCP4.5;H3;0.79;
8972;45.9472;6.3106;RCP4.5;H3;0.85;
8973;45.9435;6.4136;RCP4.5;H3;0.87;
8974;45.9397;6.5166;RCP4.5;H3;0.89;
8975;45.9358;6.6196;RCP4.5;H3;0.74;
8976;45.9319;6.7226;RCP4.5;H3;0.75;
8977;45.9278;6.8256;RCP4.5;H3;0.82;
8978;45.9237;6.9286;RCP4.5;H3;0.9;
8979;45.9194;7.0315;RCP4.5;H3;0.94;
9040;46.0261;-1.4363;RCP4.5;H3;0.55;
9041;46.0295;-1.3331;RCP4.5;H3;0.56;
9043;46.036;-1.1266;RCP4.5;H3;0.58;
9044;46.0392;-1.0234;RCP4.5;H3;0.52;
9045;46.0422;-0.9201;RCP4.5;H3;0.54;
9046;46.0451;-0.8168;RCP4.5;H3;0.55;
9047;46.048;-0.7136;RCP4.5;H3;0.58;
9048;46.0507;-0.6103;RCP4.5;H3;0.59;
9049;46.0534;-0.507;RCP4.5;H3;0.58;
9050;46.0559;-0.4036;RCP4.5;H3;0.56;
9051;46.0584;-0.3003;RCP4.5;H3;0.58;
9052;46.0608;-0.197;RCP4.5;H3;0.6;
9053;46.063;-0.0936;RCP4.5;H3;0.62;
9054;46.0652;0.0097;RCP4.5;H3;0.62;
9055;46.0673;0.1131;RCP4.5;H3;0.61;
9056;46.0693;0.2164;RCP4.5;H3;0.56;
9057;46.0712;0.3198;RCP4.5;H3;0.54;
9058;46.073;0.4232;RCP4.5;H3;0.51;
9059;46.0747;0.5266;RCP4.5;H3;0.51;
9060;46.0763;0.63;RCP4.5;H3;0.55;
9061;46.0778;0.7334;RCP4.5;H3;0.55;
9062;46.0792;0.8368;RCP4.5;H3;0.53;
9063;46.0806;0.9402;RCP4.5;H3;0.56;
9064;46.0818;1.0436;RCP4.5;H3;0.58;
9065;46.0829;1.147;RCP4.5;H3;0.57;
9066;46.084;1.2504;RCP4.5;H3;0.65;
9067;46.0849;1.3539;RCP4.5;H3;0.68;
9068;46.0858;1.4573;RCP4.5;H3;0.63;
9069;46.0865;1.5607;RCP4.5;H3;0.65;
9070;46.0872;1.6642;RCP4.5;H3;0.68;
9071;46.0878;1.7676;RCP4.5;H3;0.63;
9072;46.0882;1.871;RCP4.5;H3;0.68;
9073;46.0886;1.9745;RCP4.5;H3;0.63;
9074;46.0889;2.0779;RCP4.5;H3;0.57;
9075;46.0891;2.1814;RCP4.5;H3;0.58;
9076;46.0892;2.2848;RCP4.5;H3;0.56;
9077;46.0892;2.3883;RCP4.5;H3;0.56;
9078;46.0891;2.4917;RCP4.5;H3;0.55;
9079;46.0889;2.5952;RCP4.5;H3;0.53;
9080;46.0886;2.6986;RCP4.5;H3;0.56;
9081;46.0882;2.802;RCP4.5;H3;0.56;
9082;46.0878;2.9055;RCP4.5;H3;0.58;
9083;46.0872;3.0089;RCP4.5;H3;0.59;
9084;46.0865;3.1124;RCP4.5;H3;0.61;
9085;46.0858;3.2158;RCP4.5;H3;0.65;
9086;46.0849;3.3192;RCP4.5;H3;0.61;
9087;46.084;3.4226;RCP4.5;H3;0.55;
9088;46.0829;3.5261;RCP4.5;H3;0.67;
9089;46.0818;3.6295;RCP4.5;H3;0.68;
9090;46.0806;3.7329;RCP4.5;H3;0.81;
9091;46.0792;3.8363;RCP4.5;H3;0.77;
9092;46.0778;3.9397;RCP4.5;H3;0.57;
9093;46.0763;4.0431;RCP4.5;H3;0.52;
9094;46.0747;4.1465;RCP4.5;H3;0.51;
9095;46.073;4.2499;RCP4.5;H3;0.61;
9096;46.0712;4.3533;RCP4.5;H3;0.68;
9097;46.0693;4.4567;RCP4.5;H3;0.69;
9098;46.0673;4.56;RCP4.5;H3;0.68;
9099;46.0652;4.6634;RCP4.5;H3;0.6;
9100;46.0631;4.7667;RCP4.5;H3;0.67;
9101;46.0608;4.8701;RCP4.5;H3;0.71;
9102;46.0584;4.9734;RCP4.5;H3;0.69;
9103;46.056;5.0767;RCP4.5;H3;0.7;
9104;46.0534;5.18;RCP4.5;H3;0.69;
9105;46.0508;5.2833;RCP4.5;H3;0.64;
9106;46.048;5.3866;RCP4.5;H3;0.75;
9107;46.0452;5.4899;RCP4.5;H3;0.8;
9108;46.0422;5.5932;RCP4.5;H3;0.85;
9109;46.0392;5.6965;RCP4.5;H3;0.84;
9110;46.0361;5.7997;RCP4.5;H3;0.72;
9111;46.0329;5.903;RCP4.5;H3;0.73;
9112;46.0296;6.0062;RCP4.5;H3;0.73;
9113;46.0262;6.1094;RCP4.5;H3;0.75;
9114;46.0227;6.2126;RCP4.5;H3;0.76;
9115;46.0191;6.3158;RCP4.5;H3;0.82;
9116;46.0154;6.419;RCP4.5;H3;0.84;
9117;46.0116;6.5221;RCP4.5;H3;0.86;
9118;46.0077;6.6253;RCP4.5;H3;0.76;
9119;46.0037;6.7284;RCP4.5;H3;0.86;
9120;45.9997;6.8315;RCP4.5;H3;0.87;
9121;45.9955;6.9346;RCP4.5;H3;0.81;
9122;45.9913;7.0377;RCP4.5;H3;1;
9186;46.108;-1.1312;RCP4.5;H3;0.56;
9187;46.1111;-1.0278;RCP4.5;H3;0.57;
9188;46.1141;-0.9244;RCP4.5;H3;0.59;
9189;46.1171;-0.821;RCP4.5;H3;0.58;
9190;46.1199;-0.7176;RCP4.5;H3;0.6;
9191;46.1226;-0.6141;RCP4.5;H3;0.59;
9192;46.1253;-0.5107;RCP4.5;H3;0.59;
9193;46.1279;-0.4073;RCP4.5;H3;0.55;
9194;46.1303;-0.3038;RCP4.5;H3;0.57;
9195;46.1327;-0.2003;RCP4.5;H3;0.58;
9196;46.135;-0.0968;RCP4.5;H3;0.61;
9197;46.1372;0.0066;RCP4.5;H3;0.61;
9198;46.1392;0.1101;RCP4.5;H3;0.62;
9199;46.1412;0.2136;RCP4.5;H3;0.59;
9200;46.1431;0.3171;RCP4.5;H3;0.55;
9201;46.1449;0.4207;RCP4.5;H3;0.53;
9202;46.1466;0.5242;RCP4.5;H3;0.53;
9203;46.1483;0.6277;RCP4.5;H3;0.51;
9204;46.1498;0.7313;RCP4.5;H3;0.52;
9205;46.1512;0.8348;RCP4.5;H3;0.55;
9206;46.1525;0.9383;RCP4.5;H3;0.56;
9207;46.1538;1.0419;RCP4.5;H3;0.55;
9208;46.1549;1.1454;RCP4.5;H3;0.54;
9209;46.1559;1.249;RCP4.5;H3;0.55;
9210;46.1569;1.3526;RCP4.5;H3;0.56;
9211;46.1577;1.4561;RCP4.5;H3;0.57;
9212;46.1585;1.5597;RCP4.5;H3;0.57;
9213;46.1592;1.6633;RCP4.5;H3;0.58;
9214;46.1597;1.7669;RCP4.5;H3;0.63;
9215;46.1602;1.8704;RCP4.5;H3;0.62;
9216;46.1606;1.974;RCP4.5;H3;0.56;
9217;46.1609;2.0776;RCP4.5;H3;0.57;
9218;46.1611;2.1812;RCP4.5;H3;0.56;
9219;46.1612;2.2848;RCP4.5;H3;0.58;
9220;46.1612;2.3883;RCP4.5;H3;0.55;
9221;46.1611;2.4919;RCP4.5;H3;0.55;
9222;46.1609;2.5955;RCP4.5;H3;0.51;
9223;46.1606;2.6991;RCP4.5;H3;0.52;
9224;46.1602;2.8027;RCP4.5;H3;0.56;
9225;46.1597;2.9062;RCP4.5;H3;0.54;
9226;46.1592;3.0098;RCP4.5;H3;0.58;
9227;46.1585;3.1134;RCP4.5;H3;0.63;
9228;46.1578;3.2169;RCP4.5;H3;0.63;
9229;46.1569;3.3205;RCP4.5;H3;0.58;
9230;46.156;3.4241;RCP4.5;H3;0.62;
9231;46.1549;3.5276;RCP4.5;H3;0.64;
9232;46.1538;3.6312;RCP4.5;H3;0.65;
9233;46.1525;3.7347;RCP4.5;H3;0.75;
9234;46.1512;3.8383;RCP4.5;H3;0.64;
9235;46.1498;3.9418;RCP4.5;H3;0.51;
9236;46.1483;4.0454;RCP4.5;H3;0.5;
9237;46.1467;4.1489;RCP4.5;H3;0.51;
9238;46.145;4.2524;RCP4.5;H3;0.6;
9239;46.1432;4.3559;RCP4.5;H3;0.62;
9240;46.1413;4.4594;RCP4.5;H3;0.69;
9241;46.1393;4.5629;RCP4.5;H3;0.65;
9242;46.1372;4.6664;RCP4.5;H3;0.61;
9243;46.135;4.7699;RCP4.5;H3;0.59;
9244;46.1327;4.8734;RCP4.5;H3;0.68;
9245;46.1304;4.9769;RCP4.5;H3;0.69;
9246;46.1279;5.0803;RCP4.5;H3;0.68;
9247;46.1253;5.1838;RCP4.5;H3;0.68;
9248;46.1227;5.2872;RCP4.5;H3;0.68;
9249;46.1199;5.3907;RCP4.5;H3;0.74;
9250;46.1171;5.4941;RCP4.5;H3;0.79;
9251;46.1142;5.5975;RCP4.5;H3;0.82;
9252;46.1111;5.7009;RCP4.5;H3;0.81;
9253;46.108;5.8043;RCP4.5;H3;0.74;
9254;46.1048;5.9076;RCP4.5;H3;0.71;
9255;46.1015;6.011;RCP4.5;H3;0.7;
9256;46.098;6.1144;RCP4.5;H3;0.73;
9257;46.0945;6.2177;RCP4.5;H3;0.75;
9258;46.0909;6.321;RCP4.5;H3;0.72;
9259;46.0872;6.4243;RCP4.5;H3;0.8;
9260;46.0835;6.5276;RCP4.5;H3;0.78;
9261;46.0796;6.6309;RCP4.5;H3;0.81;
9262;46.0756;6.7342;RCP4.5;H3;0.86;
9263;46.0715;6.8374;RCP4.5;H3;0.92;
9264;46.0674;6.9406;RCP4.5;H3;0.86;
9326;46.1699;-1.4462;RCP4.5;H3;0.59;
9327;46.1733;-1.3428;RCP4.5;H3;0.57;
9328;46.1766;-1.2393;RCP4.5;H3;0.57;
9329;46.1799;-1.1358;RCP4.5;H3;0.57;
9330;46.183;-1.0322;RCP4.5;H3;0.6;
9331;46.186;-0.9287;RCP4.5;H3;0.59;
9332;46.189;-0.8252;RCP4.5;H3;0.57;
9333;46.1918;-0.7216;RCP4.5;H3;0.56;
9334;46.1946;-0.618;RCP4.5;H3;0.58;
9335;46.1972;-0.5145;RCP4.5;H3;0.59;
9336;46.1998;-0.4109;RCP4.5;H3;0.6;
9337;46.2023;-0.3073;RCP4.5;H3;0.59;
9338;46.2046;-0.2037;RCP4.5;H3;0.58;
9339;46.2069;-0.1001;RCP4.5;H3;0.62;
9340;46.2091;0.0036;RCP4.5;H3;0.6;
9341;46.2112;0.1072;RCP4.5;H3;0.59;
9342;46.2132;0.2108;RCP4.5;H3;0.59;
9343;46.2151;0.3145;RCP4.5;H3;0.58;
9344;46.2169;0.4181;RCP4.5;H3;0.55;
9345;46.2186;0.5218;RCP4.5;H3;0.55;
9346;46.2202;0.6255;RCP4.5;H3;0.52;
9347;46.2217;0.7291;RCP4.5;H3;0.52;
9348;46.2232;0.8328;RCP4.5;H3;0.56;
9349;46.2245;0.9365;RCP4.5;H3;0.54;
9350;46.2257;1.0402;RCP4.5;H3;0.52;
9351;46.2269;1.1439;RCP4.5;H3;0.53;
9352;46.2279;1.2476;RCP4.5;H3;0.56;
9353;46.2289;1.3513;RCP4.5;H3;0.57;
9354;46.2297;1.455;RCP4.5;H3;0.57;
9355;46.2305;1.5587;RCP4.5;H3;0.6;
9356;46.2311;1.6624;RCP4.5;H3;0.57;
9357;46.2317;1.7661;RCP4.5;H3;0.64;
9358;46.2322;1.8698;RCP4.5;H3;0.62;
9359;46.2326;1.9735;RCP4.5;H3;0.56;
9360;46.2329;2.0772;RCP4.5;H3;0.57;
9361;46.233;2.181;RCP4.5;H3;0.57;
9362;46.2331;2.2847;RCP4.5;H3;0.55;
9363;46.2331;2.3884;RCP4.5;H3;0.54;
9364;46.233;2.4921;RCP4.5;H3;0.51;
9365;46.2329;2.5958;RCP4.5;H3;0.51;
9366;46.2326;2.6996;RCP4.5;H3;0.51;
9367;46.2322;2.8033;RCP4.5;H3;0.51;
9368;46.2317;2.907;RCP4.5;H3;0.5;
9369;46.2311;3.0107;RCP4.5;H3;0.56;
9370;46.2305;3.1144;RCP4.5;H3;0.55;
9371;46.2297;3.2181;RCP4.5;H3;0.62;
9372;46.2289;3.3218;RCP4.5;H3;0.54;
9373;46.2279;3.4255;RCP4.5;H3;0.6;
9374;46.2269;3.5292;RCP4.5;H3;0.55;
9375;46.2257;3.6329;RCP4.5;H3;0.58;
9376;46.2245;3.7366;RCP4.5;H3;0.67;
9377;46.2232;3.8403;RCP4.5;H3;0.53;
9378;46.2218;3.9439;RCP4.5;H3;0.55;
9379;46.2202;4.0476;RCP4.5;H3;0.56;
9380;46.2186;4.1513;RCP4.5;H3;0.58;
9381;46.2169;4.2549;RCP4.5;H3;0.61;
9382;46.2151;4.3586;RCP4.5;H3;0.69;
9383;46.2132;4.4622;RCP4.5;H3;0.68;
9384;46.2112;4.5659;RCP4.5;H3;0.68;
9385;46.2091;4.6695;RCP4.5;H3;0.61;
9386;46.2069;4.7731;RCP4.5;H3;0.62;
9387;46.2047;4.8768;RCP4.5;H3;0.7;
9388;46.2023;4.9804;RCP4.5;H3;0.68;
9389;46.1998;5.084;RCP4.5;H3;0.67;
9390;46.1973;5.1875;RCP4.5;H3;0.68;
9391;46.1946;5.2911;RCP4.5;H3;0.69;
9392;46.1919;5.3947;RCP4.5;H3;0.73;
9393;46.189;5.4982;RCP4.5;H3;0.77;
9394;46.1861;5.6018;RCP4.5;H3;0.79;
9395;46.183;5.7053;RCP4.5;H3;0.82;
9396;46.1799;5.8088;RCP4.5;H3;0.81;
9397;46.1767;5.9123;RCP4.5;H3;0.76;
9398;46.1734;6.0158;RCP4.5;H3;0.72;
9399;46.1699;6.1193;RCP4.5;H3;0.75;
9400;46.1664;6.2228;RCP4.5;H3;0.69;
9401;46.1628;6.3263;RCP4.5;H3;0.73;
9402;46.1591;6.4297;RCP4.5;H3;0.83;
9403;46.1553;6.5331;RCP4.5;H3;0.85;
9404;46.1514;6.6366;RCP4.5;H3;0.9;
9405;46.1475;6.74;RCP4.5;H3;0.92;
9406;46.1434;6.8433;RCP4.5;H3;0.91;
9407;46.1392;6.9467;RCP4.5;H3;0.88;
9468;46.2383;-1.5548;RCP4.5;H3;0.53;
9469;46.2418;-1.4512;RCP4.5;H3;0.54;
9471;46.2485;-1.244;RCP4.5;H3;0.61;
9472;46.2518;-1.1403;RCP4.5;H3;0.6;
9473;46.2549;-1.0367;RCP4.5;H3;0.58;
9474;46.2579;-0.933;RCP4.5;H3;0.59;
9475;46.2609;-0.8293;RCP4.5;H3;0.55;
9476;46.2637;-0.7256;RCP4.5;H3;0.54;
9477;46.2665;-0.6219;RCP4.5;H3;0.54;
9478;46.2692;-0.5182;RCP4.5;H3;0.54;
9479;46.2717;-0.4145;RCP4.5;H3;0.56;
9480;46.2742;-0.3108;RCP4.5;H3;0.61;
9481;46.2766;-0.207;RCP4.5;H3;0.58;
9482;46.2789;-0.1033;RCP4.5;H3;0.6;
9483;46.281;0.0005;RCP4.5;H3;0.59;
9484;46.2831;0.1043;RCP4.5;H3;0.59;
9485;46.2851;0.208;RCP4.5;H3;0.56;
9486;46.287;0.3118;RCP4.5;H3;0.54;
9487;46.2888;0.4156;RCP4.5;H3;0.59;
9488;46.2906;0.5194;RCP4.5;H3;0.58;
9489;46.2922;0.6232;RCP4.5;H3;0.55;
9490;46.2937;0.727;RCP4.5;H3;0.52;
9491;46.2951;0.8308;RCP4.5;H3;0.51;
9492;46.2965;0.9346;RCP4.5;H3;0.47;
9493;46.2977;1.0385;RCP4.5;H3;0.56;
9494;46.2988;1.1423;RCP4.5;H3;0.54;
9495;46.2999;1.2461;RCP4.5;H3;0.55;
9496;46.3008;1.35;RCP4.5;H3;0.55;
9497;46.3017;1.4538;RCP4.5;H3;0.56;
9498;46.3024;1.5577;RCP4.5;H3;0.55;
9499;46.3031;1.6615;RCP4.5;H3;0.56;
9500;46.3037;1.7653;RCP4.5;H3;0.55;
9501;46.3042;1.8692;RCP4.5;H3;0.58;
9502;46.3045;1.973;RCP4.5;H3;0.57;
9503;46.3048;2.0769;RCP4.5;H3;0.54;
9504;46.305;2.1808;RCP4.5;H3;0.56;
9505;46.3051;2.2846;RCP4.5;H3;0.55;
9506;46.3051;2.3885;RCP4.5;H3;0.55;
9507;46.305;2.4923;RCP4.5;H3;0.5;
9508;46.3048;2.5962;RCP4.5;H3;0.52;
9509;46.3045;2.7;RCP4.5;H3;0.53;
9510;46.3042;2.8039;RCP4.5;H3;0.51;
9511;46.3037;2.9077;RCP4.5;H3;0.5;
9512;46.3031;3.0116;RCP4.5;H3;0.5;
9513;46.3025;3.1154;RCP4.5;H3;0.51;
9514;46.3017;3.2193;RCP4.5;H3;0.56;
9515;46.3008;3.3231;RCP4.5;H3;0.58;
9516;46.2999;3.4269;RCP4.5;H3;0.6;
9517;46.2988;3.5308;RCP4.5;H3;0.57;
9518;46.2977;3.6346;RCP4.5;H3;0.51;
9519;46.2965;3.7384;RCP4.5;H3;0.66;
9520;46.2951;3.8423;RCP4.5;H3;0.54;
9521;46.2937;3.9461;RCP4.5;H3;0.55;
9522;46.2922;4.0499;RCP4.5;H3;0.56;
9523;46.2906;4.1537;RCP4.5;H3;0.6;
9524;46.2889;4.2575;RCP4.5;H3;0.63;
9525;46.2871;4.3613;RCP4.5;H3;0.7;
9526;46.2852;4.4651;RCP4.5;H3;0.62;
9527;46.2832;4.5688;RCP4.5;H3;0.63;
9528;46.2811;4.6726;RCP4.5;H3;0.68;
9529;46.2789;4.7764;RCP4.5;H3;0.65;
9530;46.2766;4.8801;RCP4.5;H3;0.67;
9531;46.2742;4.9838;RCP4.5;H3;0.69;
9532;46.2718;5.0876;RCP4.5;H3;0.68;
9533;46.2692;5.1913;RCP4.5;H3;0.65;
9534;46.2665;5.295;RCP4.5;H3;0.69;
9535;46.2638;5.3987;RCP4.5;H3;0.75;
9536;46.2609;5.5024;RCP4.5;H3;0.77;
9537;46.258;5.6061;RCP4.5;H3;0.79;
9538;46.2549;5.7098;RCP4.5;H3;0.83;
9539;46.2518;5.8134;RCP4.5;H3;0.84;
9540;46.2486;5.9171;RCP4.5;H3;0.85;
9541;46.2453;6.0207;RCP4.5;H3;0.78;
9542;46.2418;6.1243;RCP4.5;H3;0.74;
9543;46.2383;6.2279;RCP4.5;H3;0.76;
9544;46.2347;6.3315;RCP4.5;H3;0.74;
9545;46.231;6.4351;RCP4.5;H3;0.85;
9546;46.2272;6.5387;RCP4.5;H3;0.89;
9547;46.2233;6.6422;RCP4.5;H3;0.9;
9548;46.2193;6.7458;RCP4.5;H3;0.95;
9549;46.2152;6.8493;RCP4.5;H3;0.93;
9612;46.3137;-1.4562;RCP4.5;H3;0.57;
9613;46.3171;-1.3525;RCP4.5;H3;0.61;
9614;46.3204;-1.2487;RCP4.5;H3;0.54;
9615;46.3237;-1.1449;RCP4.5;H3;0.57;
9616;46.3268;-1.0411;RCP4.5;H3;0.56;
9617;46.3299;-0.9373;RCP4.5;H3;0.53;
9618;46.3328;-0.8335;RCP4.5;H3;0.52;
9619;46.3357;-0.7297;RCP4.5;H3;0.52;
9620;46.3384;-0.6258;RCP4.5;H3;0.55;
9621;46.3411;-0.522;RCP4.5;H3;0.58;
9622;46.3437;-0.4181;RCP4.5;H3;0.58;
9623;46.3461;-0.3143;RCP4.5;H3;0.56;
9624;46.3485;-0.2104;RCP4.5;H3;0.57;
9625;46.3508;-0.1065;RCP4.5;H3;0.59;
9626;46.353;-0.0026;RCP4.5;H3;0.6;
9627;46.3551;0.1013;RCP4.5;H3;0.59;
9628;46.3571;0.2052;RCP4.5;H3;0.54;
9629;46.359;0.3091;RCP4.5;H3;0.54;
9630;46.3608;0.4131;RCP4.5;H3;0.57;
9631;46.3625;0.517;RCP4.5;H3;0.56;
